FEI,Firm_Name ,Count_of_Operations,FDA483_Issued 
3008545153,TDM Pharmaceutical Research  LLC,1,Y
3008546459,Christian Pizarro,1,N
3008546475,Janice E. Sullivan MD,1,N
3008546488,Aykut Tugertimur,1,N
3008547689,Hanscy Seide  M.d.,1,Y
3008548327,Orion Pharma Phase I Unit,1,N
3008548421,QPS Netherlands B.V.,1,Y
3008548703,J&j Prd - Tibotec Pharmaceuticals,1,N
3008549464,Ahpharma  Inc,1,N
3008550059,Srilaxmi Bearelly  M.D.,1,N
3008550059,Srilaxmi Bearelly  M.D.,1,Y
3008550836,Vickie Driver  DPM,1,N
3008550994,Suzanne Bruce And Associates  P A,1,N
3008552399,Felix A Sarubbi M D,1,N
3008552399,Felix A Sarubbi M D,1,
3008552606,Omid Zamani  M.d.,1,Y
3008552647,Dana Tegzova  M.d.,1,Y
3008552970,James Cheng-chung Wei  M.D.,1,N
3008553000,Chia Li  Yu  M.D.  Ph.d,1,N
3008553196,Dr. med. Johannes R. Bogner,1,Y
3008557489,Dr. Larry Scher,1,N
3008557866,Lony Chong-leong Lim  Phd,1,N
3008558821,National Institute Of Dental And Craniofacial Research IRB,1,N
3008559011,Walter Reed Army Medical Center IRB,1,Y
3008559045,Microbiotest Internal IRB,1,Y
3008559059,Julie E. Adams  M.D.,1,N
3008559910,Gloria Shore,1,N
3008560353,Benjamin David Greenberg  MD PhD,1,Y
3008560745,Glenmark Generics Ltd,1,N
3008562307,Robert Cywes  M.D.,1,
3008562785,Chad J. Zubrod  DVM,1,N
3008564077,Lori J. Sokoll  PhD,1,N
3008564210,Sat P. Garg  M.d.,1,Y
3008564399,Decatur Memorial Hospital Irb,1,N
3008564399,Decatur Memorial Hospital Irb,1,Y
3008564686,Sparling  Edward  Md,1,Y
3008564686,Sparling  Edward  Md,1,
3008565156,Alnara Pharmaceuticals  Inc.,1,N
3008566297,Roger S. Gammon  MD,1,N
3008566297,Roger S. Gammon  MD,1,Y
3008566341,Tony S. Das  M.d.,1,Y
3008566420,Regilabs Bv,1,Y
3008567392,Kaiser Foundation Research Institute Irb #2 - Hawaii Region,1,N
3008569355,Andrea G. Cannon  DVM,1,N
3008569375,Ann Trimmer,1,Y
3008569375,Ann Trimmer,1,
3008569840,Ready  Neal Md,1,Y
3008569846,Vlahovic  Gordana  M.d,1,Y
3008570179,Jay Berman  MD,1,N
3008570841,Laser Lipo Limited,1,Y
3008572685,Larry A. Severa  M.D.,1,Y
3008572709,Isis Services  LLC,1,Y
3008572742,Dover  Ann,1,N
3008574328,Leonard Bielory,1,
3008577175,Charles E. Griff  MD,1,N
3008577175,Charles E. Griff  MD,1,
3008577368,North Florida Dermatology Associates,1,Y
3008579542,Abraxis Bioscience Llc,1,Y
3008579874,Chimowitz  Marc Mbchb,1,Y
3008580193,John C. Wang  MD,1,N
3008580193,John C. Wang  MD,1,
3008580332,Microworks Inc,1,N
3008580342,Avid Radiopharmaceuticals,1,Y
3008581151,Freudenberg Medical  LLC,1,Y
3008581327,Gray  Bruce D.O.,1,N
3008581995,Coleman  Ralph Edward,1,N
3008583385,Blanco  Daisy M.,1,Y
3008583397,Dr. Josefina Fernandez,1,Y
3008583411,Ynca Nina Vasquez  M.D.,1,N
3008583411,Ynca Nina Vasquez  M.D.,1,Y
3008583411,Ynca Nina Vasquez  M.D.,1,
3008583429,Pablo Marantz  M.D.,1,N
3008583456,Felipe Jorge Somoza  M.D.  Ph.D.,1,N
3008583570,Frederico Rangel  M.d.,1,N
3008583890,Chiasma Ltd,1,Y
3008585214,Jla,1,
3008585521,Xue-qiao Zhao,1,Y
3008585528,Jonathan M. Philpott  M. D.,1,Y
3008586208,Southwestern Regional Medical Center IRB,1,N
3008586221,Baptist Hospital Southeast Texas,1,Y
3008587726,Industrias Farmaceuticas Almirall - Sant Feliu,1,N
3008590040,Richard Radnovich,1,Y
3008590773,Pda Laboratories  Inc.,1,N
3008590773,Pda Laboratories  Inc.,1,
3008592069,Health Inc,1,N
3008592090,Wichita Medical Research & Education Foundation,1,N
3008592813,Satoshi Inoue  Md  Phd,1,Y
3008592814,LED Intellectual Properties  LLC,1,Y
3008593268,Bassel F Shneker MD,1,Y
3008593622,Britton Keith Woodward M D,1,N
3008593725,Zafar Jamil  MD,1,
3008593783,Zafar Jamil Md,1,Y
3008594541,Tuscaloosa V.A. Medical Center Subcommittee on Human Studies,1,N
3008594630,Meharry Medical College Irb,1,N
3008594634,Rodolfo Sotolongo,1,Y
3008594634,Rodolfo Sotolongo,1,
3008594747,Osamu Matsuoka  Md,1,Y
3008594915,Timothy Murphy  M.D.,1,Y
3008596523,Gideon Koren  MD  Hospital For Sick Children,1,Y
3008596589,Charlotte Hungerford Hospital IRB,1,N
3008596589,Charlotte Hungerford Hospital IRB,1,Y
3008596589,Charlotte Hungerford Hospital IRB,1,
3008596729,Milan Petakov  M.d.,1,N
3008596785,Horizon Pharma  Inc.,1,N
3008597084,Bridgeport Hospital IRB,1,N
3008597084,Bridgeport Hospital IRB,1,Y
3008597109,Harvard University School Of Public Health Irb,1,N
3008597529,University Of New Hampshire Institutional Review Board,1,N
3008598068,University Of Mn Physicians - Outreach Labs,1,Y
3008598811,Gynecologic Oncology Group,1,Y
3008598820,American College Of Radiology Institutional Review Board,1,N
3008598820,American College Of Radiology Institutional Review Board,1,Y
3008598887,Shantanu Sinha MD,1,Y
3008598912,Frank S. Lieberman  M.d.,1,N
3008599188,Dr. Matthew Thomas,1,Y
3008601552,Ponce School Of Medicine and Health Sciences IRB,1,Y
3008601552,Ponce School Of Medicine and Health Sciences IRB,1,
3008601842,Jerome Honnorat  M.d.,1,N
3008601876,Sophie Taillibert  M.d.,1,Y
3008601921,Kasirajan  Karthikeshwar  Md,1,Y
3008602804,Southwest College Of Naturopathic Medicine And Health Scienc,1,N
3008604776,Fresenius Kabi USA LLC,1,
3008606075,American Red Cross Donor And Client Support Center,1,N
3008606102,Kevin Boylan  M.D.,1,N
3008606213,Robert Feezor  MD,1,N
3008606379,West Michigan Cancer Center Irb,1,Y
3008606850,Ajay K. Wakhloo  M.D.,1,Y
3008607736,Lawrence M. Fox  DVM,1,N
3008608338,American Reproductive Centers,1,N
3008608338,American Reproductive Centers,1,Y
3008609780,Ruben A. Quintero M.D.,1,Y
3008613115,E. Sabrinah Chapman-Montgomery Ph. D,1,Y
3008613157,Multani  Gurmeet S.  MD,1,N
3008613157,Multani  Gurmeet S.  MD,1,Y
3008614761,Covidien LLC,1,N
3008615974,Elizabeth E. Houser  MD,1,Y
3008615974,Elizabeth E. Houser  MD,1,
3008619743,UMDNJ-CREST Administrative Center,1,Y
3008620045,Richard M. Feddersen  M.D.,1,N
3008623180,Columbia Univeristy Medical Center RDRC,1,N
3008623180,Columbia Univeristy Medical Center RDRC,1,Y
3008624248,Haselby  Ray C.  DO  Clinical Investigator,1,Y
3008624519,Eric Tielemans  DVM,1,N
3008624532,Tom Yazwinski  PhD,1,N
3008626436,Mills  Richard M.D.,1,
3008626681,Udder Health Systems Idaho  P.C.,1,Y
3008627160,McRoberts  William Porter  MD,1,Y
3008628472,Avery Nathanson,1,N
3008629007,Babaliaros  Vasilis  MD,1,N
3008629052,Edward Fry  MD,1,N
3008629181,George Jallo  M.D.,1,N
3008629186,Oklahoma Blood Institute,1,Y
3008629998,Miller  William MD,1,Y
3008631102,Mark A Robbins M D,1,N
3008631277,Steward Good Samaritan Medical Center,1,N
3008631316,Cambridge Health Alliance IRB,1,N
3008631316,Cambridge Health Alliance IRB,1,Y
3008633637,Javier Graus Morales  MD,1,N
3008634085,Gisela Herrera-Martinez  M.D.,1,N
3008634108,Jan Fourie  M.D.,1,N
3008642680,Claude T. Ashley  Jr.  MD/PhD,1,N
3008643260,Dr. Sanjay Reddy,1,N
3008643716,Christopher B. O'Brien  MD,1,Y
3008644332,Cecilia Friberg  DVM,1,N
3008645573,Rudiger von Kummer  MD,1,N
3008646084,Alvin Davis III  M.D.,1,N
3008646766,ProHealth Care IRB,1,N
3008646794,Zaidat  Osama O. MD  Clinical Investigator,1,Y
3008646822,McKeever  Patrick J.  DVM  Clinical Investigator,1,N
3008654033,Pharmanet Usa,1,N
3008654033,Pharmanet Usa,1,
3008655330,Manjusha Gaglani  MD,1,N
3008655451,Menal GmbH,1,N
3008655701,Todd Dewey  MD,1,N
3008656423,Mark Martens  MD,1,N
3008657300,Paragon Research Center,1,Y
3008657614,Praetorian Pharmaceutical Research ,1,N
3008657614,Praetorian Pharmaceutical Research ,1,
3008660060,Crux Biomedical Inc,1,N
3008660723,Giguere  Jeffrey  M.D.,1,Y
3008660749,Sanford Health IRB,1,Y
3008660803,K.T. Shenoy  M.D.,1,N
3008661444,Aptuit (Verona) Srl,1,N
3008661444,Aptuit (Verona) Srl,1,Y
3008664118,Rafat H. Ansari  MD,1,Y
3008664689,Naveen Kella  MD,1,N
3008671569,Mokbel Chedid  M.D.,1,N
3008673157,Waintraub  Stanley E. MD,1,Y
3008673607,Girish Ranadive Ph. D.,1,N
3008673693,John G Webb MD,1,Y
3008674159,Jeffrey Wentworth  MD,1,
3008674399,Louise C. Lo  M.D.,1,N
3008675552,Katja Christina Weisel  MD,1,N
3008676076,Thomas Ciulla  MD PC,1,N
3008676076,Thomas Ciulla  MD PC,1,Y
3008676264,PPD Development Ireland Limited,1,N
3008676264,PPD Development Ireland Limited,1,Y
3008679355,Clinical Research Advantage-Meli Family Practice,1,Y
3008679364,James L. Pearle  MD,1,N
3008679364,James L. Pearle  MD,1,Y
3008685743,Pacheco Sixto,1,N
3008686365,Renown Regional Medical Center IRB,1,N
3008694072,Winder Laboratories LLC,1,N
3008694072,Winder Laboratories LLC,1,Y
3008696691,Stuart Gordon,1,N
3008697907,Francisco Valdes  M.D.,1,N
3008699637,Almac Sciences Limited,1,N
3008699680,Vrijendra Kumar  M.D.,1,N
3008699680,Vrijendra Kumar  M.D.,1,Y
3008702010,John D. Lauzon MD,1,N
3008702330,Michael J. Ryan  MD,1,Y
3008703151,Dr. Richard D. Mitchell  DVM,1,Y
3008706262,Kathleen Mullane,1,Y
3008711475,Dr. Juan Garcia-Talavera Casanas,1,Y
3008711552,Stella M. Ferraro M.D.,1,Y
3008713308,William J. Nicholson  M.D.,1,N
3008714301,Manocher Lashgari  M.D.,1,N
3008718903,Lisa Flowers  MD,1,N
3008720482,Robert Jon Soiffer  MD,1,N
3008722295,Peter A. Merkel,1,Y
3008722307,Philip Seo  MD  MHS,1,N
3008722311,Specks  Dr. Ulrich  MD  Clinical Investigator,1,N
3008722568,Warren L Strickland M D,1,N
3008725066,R. Umashanker  M.D.,1,N
3008725073,Jain Neuro Centre & Hospital,1,Y
3008725096,Pandit  Lekha  M.D.,1,Y
3008725099,Nellikunja  Shankara  M.D.,1,Y
3008726512,Robert K. Schneider,1,Y
3008726512,Robert K. Schneider,1,
3008727856,Amundson  Dr Glenn,1,N
3008729417,Maternal infant studies center,1,N
3008730305,Harper  Dr Diane M,1,N
3008730410,Moeller  Dr Christopher A,1,
3008733097,University of Alabama at Birmingham Dept of Biostatistics,1,N
3008734815,Gabriel Perez Lasala  MD,1,Y
3008735083,Solvias AG,1,Y
3008741390,Tandem Labs,1,N
3008741780,Henry Ruiz  MD.  Clinical Investigator,1,Y
3008742011,Robert J Cerfolio M D,1,Y
3008742022,Jan Fu,1,Y
3008742036,David Grant. M.D.,1,N
3008742036,David Grant. M.D.,1,Y
3008742172,University of California Los Angeles RDRC,1,Y
3008742918,Robert H. I.  Andtbacka  MD,1,Y
3008744240,Lifesource Testing Laboratory,1,N
3008755398,Armin Leitner Medizinische Klinik Studienzentrale,1,Y
3008755405,Philippe Le Coutre Charite-Universitatsmedizin,1,N
3008755435,Savino Bruno  M.D.,1,N
3008756268,Joaquin Martinez-Arraras  MD,1,N
3008759499,Anson M Cheung  MD,1,Y
3008759507,Venu Gopal Jhanwar  M.D.,1,N
3008759523,Trident Life Sciences Limited,1,N
3008759559,PharmaControl MQL AB,1,N
3008759559,PharmaControl MQL AB,1,Y
3008764916,Edward Via Virginia College of Osteopathic Med.-IRB,1,N
3008766221,Arbro Pharmaceuticals Limited,1,Y
3008769527,Christy L. Ludlow  PhD,1,Y
3008769705,PETNET Solutions  Inc.,1,
3008771379,Jean Starr MD,1,Y
3008771726,James R Shire MD,1,N
3008771907,David Kudrow  M.D.,1,N
3008771967,Gregory A. Hoffman  M.D.,1,Y
3008772251,John E. Campbell  MD,1,N
3008772310,David Epstein  MD,1,N
3008773484,Alan R. Cross  DVM,1,Y
3008773541,Michael W. Harris  D.O.  Clinical Investigator,1,
3008774626,Central Arkansas Veterans Healthcare System IRB,1,N
3008775630,Patrick A. Brown  MD,1,N
3008775873,Jaime R. Merchan,1,N
3008775873,Jaime R. Merchan,1,Y
3008775886,Alberto Montero,1,Y
3008776451,Gaetane C. Michaud  M.D.,1,N
3008777756,Angelo Gousse,1,Y
3008777758,Philip J. Aliotta,1,N
3008780166,William Saway  MD,1,N
3008782635,Dana-Farber Harvard Cancer Center,1,N
3008784869,Brian Bortnick,1,Y
3008789056,Peck Jeff  DVM,1,N
3008789770,Marybeth S. Hughes  M.D.,1,N
3008789817,Mark B Faries  MD,1,Y
3008789817,Mark B Faries  MD,1,
3008789831,James F. Pingpank  Jr.  MD,1,Y
3008789905,PETNET Solutions Inc,1,Y
3008790961,G. Joseph Gallinghouse  MD,1,Y
3008792505,Hospital Alcivar,1,Y
3008792505,Hospital Alcivar,1,
3008792614,Hospital Luis Eduardo Aybar,1,N
3008795624,Hari  Paremeswaran  MD  Clinical Investigator,1,Y
3008797957,Franciszek Iwanczak MD (retired)  Thomas Pytrus MD,1,N
3008798012,Izabela Planeta-Malecka MD,1,N
3008798017,Roberto Esposito  M.D.,1,Y
3008798288,Andre Poirier  M.D.,1,N
3008798339,Covance Laboratories,1,N
3008798447,Montefiore Medical Center,1,N
3008798853,John S. Kauh,1,Y
3008799869,Kimberly A. Skelding  M.D.,1,N
3008800102,Elkayam  David MD,1,Y
3008800413,Kemper Drug,1,N
3008800476,Joan A. Conry  M.D.,1,N
3008800497,Juliann Paolicchi,1,N
3008800514,Yu-Tze Ng  MD  Clinical Investigator,1,Y
3008800577,Ernst J. Kuipers  M.D.  PhD,1,N
3008800613,Kausar Yakhin  M.D.,1,N
3008800767,Peter Ferenci  M.D.,1,Y
3008800793,Piero Andreone  M.D.,1,Y
3008800810,Jackson  Lisa A. MD,1,N
3008800885,Michael Recht  MD,1,
3008801960,Johann de Bono  M.D.,1,N
3008801965,Stephen J. Harland  M.D.,1,Y
3008802004,Cora Sternberg  M.D.,1,N
3008802023,Dr. Andre Vertruyen,1,Y
3008802035,Dr. Martin Doig,1,Y
3008802054,Prof. Pietro Crovari,1,Y
3008802338,Leif Nelin MD,1,Y
3008802745,Rangasamy Ramanathan  M.D.,1,N
3008806814,Ganz  Robert A.  Clinical Investigator,1,Y
3008808597,Avomeen LLC,1,N
3008810597,James H. Leggett  MD,1,Y
3008810824,Nader Abdelsayed  MD  PC,1,Y
3008812197,Mohamed Bidair MD,1,Y
3008814204,Center for the Improvement of Human Functioning Intl IRB,1,Y
3008814662,Santiago Horgan,1,Y
3008814695,Bochicchio  Dr Grant V,1,N
3008814695,Bochicchio  Dr Grant V,1,Y
3008821228,James D. Luketich  MD,1,N
3008821931,Michael Bukhalo  M.D.,1,
3008824083,DeSantis  Donna MD,1,N
3008826669,CareFusion Respiratory Systems,1,Y
3008827746,James Lindley MD,1,Y
3008828381,Sudipta Misra,1,Y
3008829301,U.S.D.A. Agricultural Research Services,1,Y
3008831500,Lombardi  William L.  MD,1,N
3008831959,W Timothy Garvey MD,1,N
3008831962,Altru Health System IRB,1,Y
3008832050,Dong M. Shin  M.D.,1,Y
3008832297,Dr. Joe O'Sullivan  Cancer Centre  Belfast City Hospital,1,Y
3008833781,Richard R. P. Warner  MD,1,Y
3008834239,Dr. Jason Zelenka,1,N
3008834249,Michael R. Rubin  MD,1,Y
3008834408,Rice  Kathryn L.  MD  Clinical Investigator,1,N
3008834429,Samer S. Najjar  MD,1,Y
3008835234,Jeffrey Clark,1,N
3008835242,Alice Shaw,1,N
3008835242,Alice Shaw,1,Y
3008836381,Francis K. L. Chan  M.D.,1,Y
3008838063,Mathew Abraham  DVM,1,N
3008838215,Dr. Henryk Mazurek,1,N
3008838342,Dr. Maria Trawinska Bartnicka,1,Y
3008838879,Maharaj Dipnarine  MD,1,Y
3008840513,Rutecki  Dr Paul A  MD  Clinical Investigator,1,N
3008840538,Van Enkevort  Dr Bruce  DVM  Clinical Investigator,1,N
3008840802,Pelindaba Analytical Labs,1,Y
3008840823,RadioAnalysis NECSA,1,Y
3008842352,Bradley J Needleman MD,1,Y
3008844856,Dennis Gordon  M.D.,1,Y
3008844856,Dennis Gordon  M.D.,1,
3008846563,Robert J. Banco  M.D.,1,Y
3008847070,Clinical Science Institute,1,Y
3008847214,Vonda G. Houchin  MD,1,Y
3008847272,Associates of Cape Cod International Inc,1,
3008849376,Sofiya Rymsha  M.D.,1,N
3008849394,Baadur Mosidze  MO,1,N
3008849485,Gia Mukhashavria  MD,1,N
3008849495,Rema Gvamichava  MD,1,N
3008850896,Erckle Tchubabria  MD,1,N
3008850913,Parexel International Gmbh,1,N
3008850913,Parexel International Gmbh,1,Y
3008851331,Steinke  Kurt,1,N
3008853051,Dr. Nikolai Kapranov,1,Y
3008854072,Syed Rehman MD,1,N
3008855299,Prema Abraham,1,N
3008859713,James Tepperberg  PhD  FACMG,1,N
3008860042,Dimitar Raev,1,N
3008860225,Constantin Militaru,1,N
3008865234,Robert (Wei-I) Chen,1,Y
3008865240,Ajay Gopal,1,
3008865248,Scott Smith,1,Y
3008865386,Michael Link,1,N
3008867642,Colorado Community IRB,1,N
3008867670,Centura  dba/Penrose-St. Francis Healthcare System,1,N
3008867907,Pluromed  Inc.,1,N
3008868746,Ralph Rashbaum  M.D.,1,Y
3008868760,Steven Gaede  MD,1,Y
3008869701,John Iafrate  M.D.  PhD,1,N
3008869823,Humility of Mary Health Partners IRB,1,Y
3008870022,Kettering Health Network (IRB),1,N
3008874773,Arthur J Donovan MD,1,N
3008875059,University Nebraska Lincoln (BPDF),1,N
3008879516,Edwin C. McGee  Jr.  MD,1,Y
3008879685,Paul A Taiganides MD,1,Y
3008881296,Fabrizio Stocchi  M.D.,1,N
3008881305,Christian Oehlwein  M.D.,1,Y
3008881345,Kim Dickinson  M.D.,1,Y
3008883167,Akorn Inc,1,N
3008883167,Akorn Inc,1,
3008883983,Reding  Mark T.  M.D.  Clinical Investigator,1,N
3008886076,ICON Clinical Pharmacology,1,Y
3008886135,Jennifer P. Trout  DVM,1,N
3008886355,Jan Gummert ,1,N
3008886361,Ardawan Julian Rastan,1,N
3008889356,Actin Biomed,1,N
3008889405,Archer Biosciences  Inc.,1,N
3008889405,Archer Biosciences  Inc.,1,
3008889513,Sami L Bahna MD,1,Y
3008891569,Tawee Tanvetyanon,1,Y
3008891569,Tawee Tanvetyanon,1,
3008891759,Thomas S. Buehner  M.D.,1,Y
3008891769,Indigo Biosciences  Inc.,1,N
3008892428,Thaddeus R. Tolleson  MD,1,Y
3008895108,Eurofins Frontier Global Sciences Inc,1,N
3008895734,Levine  Ellis G.  MD,1,N
3008903677,Dr. Yoshifumi Naka,1,N
3008903955,Jeffrey Smerage  M.D.  Ph.D.,1,Y
3008903999,Herbert Dupont,1,N
3008907562,Bertin Pharma,1,N
3008908024,Dr. Stefan Hoffman,1,N
3008910014,Janet Bull,1,N
3008910026,William Keith Lara,1,Y
3008910060,Hustead  Stephen T.  DO  Clinical Investigator,1,N
3008910148,Petnet Solutions Inc.,1,
3008912445,Michael D. Glant  M.D.,1,N
3008914778,Nicolae Carciumaru  MD,1,Y
3008914867,Pettey  Deborah Edwards,1,N
3008916957,Yung-Jue Bang M.D. Ph.D. Seoul National University Hospital,1,Y
3008916977,Dong-Wan Kim  M.D.  Ph.D. Seoul National University Hospital,1,N
3008916977,Dong-Wan Kim  M.D.  Ph.D. Seoul National University Hospital,1,Y
3008917091,Curtis Dame,1,N
3008917689,Dr. Gigi C. Lefebvre,1,Y
3008917739,Dewan  Dr Meera,1,N
3008919668,Prof. Karel Pavelka  Institute of Rheumatology,1,N
3008919854,Judy Zinn MD,1,N
3008920278,Alvarez Garcia  Pere MD,1,N
3008920466,Lunaria spol s.r.o.,1,N
3008920856,Ribas Antoni,1,N
3008922593,Jeffery McConnell  M.D.,1,Y
3008924754,Kirk Sperber  M.D.,1,Y
3008925021,Jodi Smith,1,Y
3008925028,Dr. Julius Sherwinter  MD,1,N
3008925028,Dr. Julius Sherwinter  MD,1,
3008925267,Tina Raine-Bennett  M.D.,1,N
3008925702,Sage Research Consulting LLC,1,N
3008927059,Kim A. Margolin  M.D.,1,Y
3008927059,Kim A. Margolin  M.D.,1,
3008927503,Lab Genomics Inc,1,N
3008927553,Pinnacle Transplant Technologics  LLC,1,
3008929703,Mindy E Einarson,1,N
3008931128,Celgene Corporation,1,N
3008932899,Professor Haim Danenberg,1,Y
3008937586,Zdenek Dvorak  MD PhD,1,N
3008937606,Dr. Louie S. Tirador,1,Y
3008938681,Dr. Didier Carri??A?,1,N
3008938694,Dr. Bruno Farah,1,Y
3008939132,Anaita U. Hegde  M.D.,1,Y
3008939139,Dr. Manoj Kumar Parekh,1,Y
3008939161,Ramesh Munishamappa MD,1,Y
3008939161,Ramesh Munishamappa MD,1,
3008939184,Rajbal Skin Clinic,1,Y
3008939184,Rajbal Skin Clinic,1,
3008941462,Arye Rubinstein  M.D.,1,N
3008943213,Professor Andrzej Hellman,1,N
3008943787,Sanitation & Environmental Technology Institute,1,N
3008943787,Sanitation & Environmental Technology Institute,1,Y
3008946100,University of Maryland Eastern Shore,1,
3008946257,Dr. Laura Maffei,1,N
3008946313,Dr. Maria Rosa Ulla,1,N
3008946439,Dr. David Jorge Fusaro,1,N
3008946544,LifeServe Blood Center,1,N
3008950567,Zachery Gerut  MD,1,Y
3008951789,Fundacion Centro Oncologico de Integracion Regional (COIR),1,Y
3008951810,Hospital Privado Santa Clara de Asis,1,Y
3008953049,Ami Organics Pvt Ltd,1,Y
3008954110,Nemanja S. Damjanov  MD  PhD,1,Y
3008956007,Burdorf  Mark,1,N
3008956470,Robert C. Stoler  M.D.,1,N
3008956470,Robert C. Stoler  M.D.,1,Y
3008957104,Radiant Research  Inc.,1,N
3008957104,Radiant Research  Inc.,1,
3008957304,Jovin M.D.  Tudor G.,1,N
3008959137,Tower Urology Medical Group,1,N
3008962325,Robert Lee Jacobs  M.D.,1,N
3008962338,Pinkus Goldberg  M.D.,1,Y
3008966123,Dr. Fengyun Lou,1,Y
3008966127,DR Rui Xiao,1,N
3008967685,Jeff Karrasch MD,1,N
3008967697,Stephen Hall  MD  Associate Professor,1,N
3008967784,Dr. Helen Marshall,1,N
3008967949,Professor Terry Nolan  MD  Principal Investigator,1,Y
3008970547,Susan Greenbloom  M.D.,1,N
3008974339,David Huang  MD  CI,1,N
3008982025,Dr. Vyankatesh Shivane Krishnacharya,1,N
3008985569,Sangrigoli  Robert,1,N
3008986247,Jason Gotlib  M.D.,1,N
3008986255,Carole B. Miller  M.D.,1,N
3008986296,Ellis Neufeld  M.D.  Ph.D.,1,N
3008986608,Micah Harris  MD,1,N
3008988994,Bruce Sands,1,N
3008989146,John D. Papilion  M.D.,1,Y
3008989146,John D. Papilion  M.D.,1,
3008989578,Bradley S. Grey  VMD,1,N
3008990396,Dr. Alessandro Testori,1,Y
3008990415,Dr. Carmen Loquai,1,Y
3008991457,Maureen Cooper,1,N
3008992706,Rossmeri Montalvo  Clinical Investigator,1,N
3008992719,Katherine R Shepherd,1,N
3008992726,Patti J. Perry,1,N
3008992733,Kirk D. Coverston  M.D.,1,N
3008993587,James Chamberlain,1,N
3008996610,O'Brien  John,1,N
3008999747,Belsito  Dr Donald V,1,Y
3009000019,Sergey A. Ivanov,1,N
3009001447,Tejas Industries  Inc.,1,
3009009817,Dieter F. Lubbe  MD,1,N
3009009817,Dieter F. Lubbe  MD,1,
3009012778,CoreLab Partners,1,N
3009014750,SCRI Services  LLC,1,Y
3009014758,David R. Spigel  M.D.,1,Y
3009014980,Maria Fleseriu  M.D.,1,N
3009015485,PETNET Indiana LLC,1,N
3009015485,PETNET Indiana LLC,1,Y
3009018121,Satyaprakash N. Makam  MD,1,
3009020832,Emma J. Patterson  M.D.,1,Y
3009025637,Albert Oriol Rocafiguera  MD,1,Y
3009025687,Dr. Marek Spaczynski,1,Y
3009025714,Dr. Krzysztof Dynowski,1,N
3009025884,Veronique Baudouin  MD,1,N
3009026010,Mary-Alice Macher  MD,1,N
3009026023,Professeur Maryvonne Hourmant  MD,1,N
3009026063,Yahsou Delmas  MD  PhD,1,N
3009026072,Professeur Christophe Legendre  MD,1,N
3009032622,Parexel International  Ltd.,1,N
3009032622,Parexel International  Ltd.,1,Y
3009032622,Parexel International  Ltd.,1,
3009032953,Vijay S. Patel MD,1,Y
3009034448,Dr. Allen C Hoverson,1,
3009039383,Dr. Freya R. Schnabel,1,N
3009041655,Mark A. Gittleman  M.D.,1,N
3009041977,Ivan Rarick  M.D.,1,N
3009045744,Arana Julian,1,N
3009047848,Steven W. Boyce  M. D.,1,Y
3009050407,Dr. Dennis Holmes  M.D.,1,N
3009054147,Dr. Miguel Tregnaghi,1,Y
3009054150,Lambda Therapeutic Research Inc.,1,N
3009054150,Lambda Therapeutic Research Inc.,1,Y
3009061488,Brigitte Schiller-Moran,1,N
3009061497,Edouard Martin,1,N
3009064047,Vintage Pharmaceuticals - Charlotte,1,N
3009064394,Nadarajah  Dr. Janaki,1,Y
3009064743,Janssen Alzheimer Immunotherapy,1,N
3009072239,Alexandria Innovation Center,1,
3009074200,Kevin Nolan  MD,1,N
3009078898,Johannes Oldenburg  MD,1,Y
3009078907,Aida Inbal  MD,1,N
3009078915,University of Guelph,1,N
3009078922,Manuel Carcao  M.D.,1,Y
3009078927,Osmotica Pharmaceutical Corp,1,N
3009078927,Osmotica Pharmaceutical Corp,1,Y
3009078979,MNJ Institute of Medical Oncology and Regional Cancer Center,1,
3009080889,Dennis James  MD,1,N
3009084641,Sheena Aurora,1,N
3009084655,James R. Clark  M.D.,1,N
3009084661,PHT Corporation,1,N
3009086476,Patrick Hensel  MD,1,N
3009086577,James A. Reeves  MD,1,Y
3009093852,Exemplar Genetics,1,N
3009095912,Andrea Apolo  M.D. Sponsor-Investigator,1,N
3009096620,Shalini Fusey  MD  DGO  MBBS,1,N
3009097818,Anil Kumar  M.D.,1,Y
3009098133,Pradip Sambarey  PhD  MD  MBBS,1,N
3009100622,Charles Marmar  M.D.,1,Y
3009105245,Dario D. Altamirano,1,N
3009105245,Dario D. Altamirano,1,Y
3009105251,Ernesto Fuentes,1,Y
3009105255,Douglas Denham  D.O.,1,N
3009106065,Thomas A. Grugle  M.D.  Principal Investigator,1,N
3009106065,Thomas A. Grugle  M.D.  Principal Investigator,1,Y
3009113203,Rodo Medical  Inc.,1,Y
3009117379,Luke K. Marone  MD,1,Y
3009119619,Criterium Inc,1,Y
3009125053,Shore Memorial Hospital dba Shore Medical Center IRB,1,N
3009125066,Joseph S Giglia MD,1,N
3009128555,AMS Diagnostics  LLC,1,N
3009128555,AMS Diagnostics  LLC,1,Y
3009128716,Cypress Medical Research Ctr,1,N
3009129150,Danville Regional Medical Center IRB,1,Y
3009130440,AirXpanders  Inc.,1,N
3009130440,AirXpanders  Inc.,1,Y
3009130448,Dr. Indralingam Vaithilingam,1,Y
3009132835,UNAM  Facultad De Estudios Superiores Cuantitlan,1,Y
3009134737,Pinkas E. Lebovits  M.D.  P.C.,1,N
3009137194,Barry M. Blumenthal  DO,1,Y
3009137819,Dr. Valdimir Yurievich Zorenko,1,Y
